IES,TIPO DE IES,TIPO DE GESTION,DEPARTAMENTO/REGION,SEDE (DISTRITO),PROGRAMA ACADEMICO,MODALIDAD
134,EESP PUBLICA SANTA ROSA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,CUSCO,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
135,EESP PUBLICA SANTA ROSA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,CUSCO,"EDUCACION SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGIA Y AMBIENTE"
136,EESP PUBLICA SANTA ROSA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,CUSCO,"EDUCACION SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
137,EESP PUBLICA TARAPOTO,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,SAN MARTIN,TARAPOTO,EDUCACION INICIAL
138,EESP PUBLICA TARAPOTO,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,SAN MARTIN,TARAPOTO,EDUCACION PRIMARIA
139,EESP PUBLICA TARAPOTO,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,SAN MARTIN,TARAPOTO,"EDUCACION SECUNDARIA - CIENCIA, TECNOLOGIA Y AMBIENTE"
140,EESP PUBLICA TARAPOTO,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,SAN MARTIN,TARAPOTO,EDUCACION SECUNDARIA - CIENCIAS SOCIALES
141,EESP PUBLICA TARAPOTO,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,SAN MARTIN,TARAPOTO,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
142,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,EDUCACION FISICA
143,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,EDUCACION INICIAL
144,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,EDUCACION PRIMARIA
145,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,"EDUCACION SECUNDARIA, ESPECIALIDAD CIUDADANIA Y CIENCIAS SOCIALES"
146,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,"EDUCACION SECUNDARIA, ESPECIALIDAD COMUNICACION"
147,EESP PUBLICA TEODORO PEÑALOZA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,JUNIN,CHUPACA,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
148,EESP PUBLICA TUPAC AMARU,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,TINTA,"EDUCACION EN IDIOMAS, ESPECIALIDAD INGLES"
149,EESP PUBLICA TUPAC AMARU,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,TINTA,EDUCACION FISICA
150,EESP PUBLICA TUPAC AMARU,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,TINTA,EDUCACION INICIAL INTERCULTURAL BILINGÜE
151,EESP PUBLICA TUPAC AMARU,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CUSCO,TINTA,EDUCACION PRIMARIA INTERCULTURAL BILINGÜE
152,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION FISICA
153,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION INICIAL
154,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION INICIAL INTERCULTURAL BILINGÜE
155,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION PRIMARIA
156,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION PRIMARIA INTERCULTURAL BILINGÜE
157,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,"EDUCACION SECUNDARIA, ESPECIALIDAD COMUNICACION"
158,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
159,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,"EDUCACION SECUNDARIA: ESPECIALIDAD CIENCIA, TECNOLOGIA Y AMBIENTE"
160,EESP PUBLICA VICTOR ANDRES BELAUNDE,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,CAJAMARCA,JAEN,EDUCACION SECUNDARIA: ESPECIALIDAD CIENCIAS SOCIALES
161,IES PUBLICO AUCARA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AYACUCHO,AUCARA,ENFERMERIA TECNICA
162,IES PUBLICO AUCARA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AYACUCHO,AUCARA,PRODUCCION AGROPECUARIA
163,IES PUBLICO BELLAVISTA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,SAN MARTIN,BELLAVISTA,CONSTRUCCION CIVIL
164,IES PUBLICO BELLAVISTA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,SAN MARTIN,BELLAVISTA,CONTABILIDAD
165,IES PUBLICO BELLAVISTA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,SAN MARTIN,BELLAVISTA,MECANICA AUTOMOTRIZ
166,IES PUBLICO BELLAVISTA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,SAN MARTIN,BELLAVISTA,MECATRONICA AUTOMOTRIZ
167,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIA DE LA INFORMACION
168,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,ASISTENCIA ADMINISTRATIVA
169,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,CONTABILIDAD
170,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,ELECTRONICA INDUSTRIAL
171,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,ENFERMERIA TECNICA
172,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,GESTION ADMINISTRATIVA
173,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,GUIA OFICIAL DE TURISMO
174,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,LABORATORIO CLINICO Y ANATOMIA PATOLOGICA
175,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,MECANICA DE PRODUCCION INDUSTRIAL
176,IES PUBLICO CAP. FAP. JOSE ABELARDO QUIÑONES,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TUMBES,TUMBES,MECATRONICA AUTOMOTRIZ
177,IES PUBLICO CHANCAY,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,CHANCAY,CONTABILIDAD
178,IES PUBLICO CHANCAY,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,CHANCAY,DESARROLLO DE SISTEMAS DE INFORMACION
179,IES PUBLICO CLORINDA MATTO DE TURNER,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,CALCA,ENFERMERIA TECNICA
180,IES PUBLICO CLORINDA MATTO DE TURNER,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,CALCA,GUIA OFICIAL DE TURISMO
181,IES PUBLICO CLORINDA MATTO DE TURNER,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,CALCA,MECATRONICA AUTOMOTRIZ
182,IES PUBLICO CURAHUASI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,APURIMAC,CURAHUASI,ENFERMERIA TECNICA
183,IES PUBLICO CURAHUASI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,APURIMAC,CURAHUASI,GUIA OFICIAL DE TURISMO
184,IES PUBLICO CURAHUASI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,APURIMAC,CURAHUASI,INDUSTRIAS DE ALIMENTOS Y BEBIDAS
185,IES PUBLICO CURAHUASI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,APURIMAC,CURAHUASI,PRODUCCION AGROPECUARIA
186,IES PUBLICO DE CRUCERO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,CRUCERO,GESTION ADMINISTRATIVA
187,IES PUBLICO DE YUNGUYO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,YUNGUYO,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
188,IES PUBLICO DE YUNGUYO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,YUNGUYO,ENFERMERIA TECNICA
189,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
190,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,ASISTENCIA ADMINISTRATIVA
191,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,CONSTRUCCION CIVIL
192,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,CONTABILIDAD
193,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,ELECTRICIDAD INDUSTRIAL
194,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,ELECTRONICA INDUSTRIAL
195,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,MECANICA DE PRODUCCION INDUSTRIAL
196,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,MECATRONICA AUTOMOTRIZ
197,IES PUBLICO FRANCISCO DE PAULA GONZALES VIGIL,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,TACNA,ALTO DE LA ALIANZA,PRODUCCION AGROPECUARIA
198,IES PUBLICO HECTOR VASQUEZ JIMENEZ,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,CACHICADAN,ENFERMERIA TECNICA
199,IES PUBLICO HUANDO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,HUARAL,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
200,IES PUBLICO HUANDO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,HUARAL,INDUSTRIAS ALIMENTARIAS
201,IES PUBLICO HUANDO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,HUARAL,PRODUCCION AGROPECUARIA
202,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE INFORMACION
203,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,ASISTENCIA ADMINISTRATIVA
204,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,CONTABILIDAD
205,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,ENFERMERIA TECNICA
206,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,GUIA OFICIAL DE TURISMO
207,IES PUBLICO JOAQUIN REATEGUI MEDINA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LORETO,NAUTA,PRODUCCION AGROPECUARIA
208,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,MOQUEGUA,PRODUCCION AGROPECUARIA
209,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
210,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,ASISTENCIA DE DIRECCION Y GERENCIA
211,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,CONSTRUCCION CIVIL
212,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,CONTABILIDAD
213,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,ELECTRONICA INDUSTRIAL
214,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,ENFERMERIA TECNICA
215,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,LABORATORIO CLINICO Y ANATOMIA PATOLOGICA
216,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,MECANICA DE PRODUCCION INDUSTRIAL
217,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,MECATRONICA AUTOMOTRIZ
218,IES PUBLICO JOSE CARLOS MARIATEGUI,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,MOQUEGUA,SAMEGUA,PRODUCCION AGROPECUARIA
219,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,ADMINISTRACION DE SERVICIOS DE HOSTELERIA Y RESTAURANTES
220,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,CONTABILIDAD
221,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,DESARROLLO DE SISTEMAS DE INFORMACION
222,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,GUIA OFICIAL DE TURISMO
223,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,INDUSTRIAS DE ALIMENTOS Y BEBIDAS
224,IES PUBLICO LA SALLE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,CUSCO,URUBAMBA,PRODUCCION AGROPECUARIA
225,IES PUBLICO LUIS FELIPE DE LAS CASAS GRIEVE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,MARCONA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
226,IES PUBLICO LUIS FELIPE DE LAS CASAS GRIEVE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,MARCONA,ENFERMERIA TECNICA
227,IES PUBLICO LUIS FELIPE DE LAS CASAS GRIEVE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,MARCONA,MECANICA DE PRODUCCION INDUSTRIAL
228,IES PUBLICO LUIS FELIPE DE LAS CASAS GRIEVE,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,MARCONA,MECATRONICA AUTOMOTRIZ
229,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE INFORMACION
230,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,CONSTRUCCION CIVIL
231,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,CONTABILIDAD
232,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,ELECTRICIDAD INDUSTRIAL
233,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,ELECTRONICA INDUSTRIAL
234,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,MECANICA DE PRODUCCION INDUSTRIAL
235,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,MECATRONICA AUTOMOTRIZ
236,IES PUBLICO NUEVA ESPERANZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,LA ESPERANZA,QUIMICA INDUSTRIAL
237,IES PUBLICO OTUZCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,OTUZCO,CONTABILIDAD
238,IES PUBLICO OTUZCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,OTUZCO,ENFERMERIA TECNICA
239,IES PUBLICO OTUZCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LA LIBERTAD,OTUZCO,PRODUCCION AGROPECUARIA
240,IES PUBLICO PADRE ABAD,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,UCAYALI,PADRE ABAD,DESARROLLO DE SISTEMAS DE INFORMACION
241,IES PUBLICO PADRE ABAD,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,UCAYALI,PADRE ABAD,ENFERMERIA TECNICA
242,IES PUBLICO PALPA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,RIO GRANDE,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE INFORMACION
243,IES PUBLICO PALPA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,RIO GRANDE,ENFERMERIA TECNICA
244,IES PUBLICO PALPA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,RIO GRANDE,GUIA OFICIAL DE TURISMO
245,IES PUBLICO PALPA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,RIO GRANDE,MECATRONICA AUTOMOTRIZ
246,IES PUBLICO PALPA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,ICA,RIO GRANDE,PRODUCCION AGROPECUARIA
247,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE INFORMACION
248,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,ASISTENCIA ADMINISTRATIVA
249,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,ELECTRONICA INDUSTRIAL
250,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,ENFERMERIA TECNICA
251,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,FARMACIA TECNICA
252,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,GUIA OFICIAL DE TURISMO
253,IES PUBLICO PASCO,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PASCO,YANACANCHA,MECATRONICA AUTOMOTRIZ
254,IES PUBLICO PEDRO VILCAPAZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,AZANGARO,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE INFORMACION
255,IES PUBLICO PEDRO VILCAPAZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,AZANGARO,CONTABILIDAD
256,IES PUBLICO PEDRO VILCAPAZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,AZANGARO,ENFERMERIA TECNICA
257,IES PUBLICO PEDRO VILCAPAZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,AZANGARO,INDUSTRIAS DE ALIMENTOS Y BEBIDAS
258,IES PUBLICO PEDRO VILCAPAZA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PUNO,AZANGARO,PRODUCCION AGROPECUARIA
259,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
260,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,ASISTENCIA ADMINISTRATIVA
261,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,ELECTRONICA INDUSTRIAL
262,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,ENFERMERIA TECNICA
263,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,LABORATORIO CLINICO Y ANATOMIA PATOLOGICA
264,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,MECATRONICA AUTOMOTRIZ
265,IES PUBLICO PERU - JAPON,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,AMAZONAS,CHACHAPOYAS,PRODUCCION AGROPECUARIA
266,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,ADMINISTRACION DE EMPRESAS
267,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
268,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,CONTABILIDAD
269,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,ELECTRICIDAD INDUSTRIAL
270,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,ELECTRONICA INDUSTRIAL
271,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,ENFERMERIA TECNICA
272,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,MECANICA DE PRODUCCION INDUSTRIAL
273,IES PUBLICO REPUBLICA FEDERAL DE ALEMANIA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LAMBAYEQUE,CHICLAYO,MECATRONICA AUTOMOTRIZ
274,IES PUBLICO RICARDO RAMOS PLATA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PIURA,SECHURA,ARQUITECTURA DE PLATAFORMAS Y SERVICIOS DE TECNOLOGIAS DE LA INFORMACION
275,IES PUBLICO RICARDO RAMOS PLATA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PIURA,SECHURA,DESARROLLO PESQUERO Y ACUICOLA
276,IES PUBLICO RICARDO RAMOS PLATA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PIURA,SECHURA,ENFERMERIA TECNICA
277,IES PUBLICO RICARDO RAMOS PLATA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,PIURA,SECHURA,FARMACIA TECNICA
278,IES PUBLICO RICARDO SALINAS VARA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,HUANUCO,JESUS,ENFERMERIA TECNICA
279,IES PUBLICO RICARDO SALINAS VARA,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,HUANUCO,JESUS,PRODUCCION AGROPECUARIA
280,IES PUBLICO SIMON BOLIVAR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,BELLAVISTA,ADMINISTRACION DE EMPRESAS
281,IES PUBLICO SIMON BOLIVAR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA,LIMA,BELLAVISTA,CONTABILIDAD
